Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
advanced_luxury_clothes_factory_desc;A more advanced version of the regular luxury clothes factory, able to produce more complex clothes from a wider variety of exotic materials.;;;;;;;;;;;;;
advanced_luxury_furniture_factory;Advanced Luxury Furniture Factory;;;;;;;;;;;;;
advanced_luxury_furniture_factory_desc;A more advanced version of the regular luxury furniture factory, able to produce more complex furniture from a wider variety of exotic materials.;;;;;;;;;;;;;
synthetic_fabric_factory;Synthetic Fabric Factory;;;;;;;;;;;;;
synthetic_fabric_factory_desc;The development of new, durable synthetic fabrics has opened up a whole new industry to satisfy the demands of clothing manufacturers.;;;;;;;;;;;;;
sugar_beet_refinery;Sugar Refinery;;;;;;;;;;;;;
sugar_beet_refinery_desc;The process of refining sugar beets into raw sugar has rapidly expanded the industry.;;;;;;;;;;;;;
newspaper;Printing Press;;;;;;;;;;;;;
newspaper_desc;The availability of cheap paper and advances in printing press technology have spawned the creation of newsprint, bringing news and culture to a literate audience both locally and abroad. To many, this is the vehicle upon which propaganda and public awareness will be based in the years to come.;;;;;;;;;;;;;
synthetic_silk_factory;Synthetic Silk Factory;;;;;;;;;;;;;
synthetic_silk_factory_desc;The creation of synthetic silk has reduced the reliance of textile factories upon natural sources, as well as reduced the cost of luxury clothing across the world.;;;;;;;;;;;;;
iron_machine_parts_factory;Iron Machine Parts Factory;;;;;;;;;;;;;
iron_machine_parts_factory_desc;Machine parts are very important tools for every industrial plant. Iron and Coal are required to produce them.;;;;;;;;;;;;;
steel_machine_parts_factory;Steel Machine Parts Factory;;;;;;;;;;;;;
steel_machine_parts_factory_desc;Machine parts are very important tools for every industrial plant. Steel and Coal are required to produce them.;;;;;;;;;;;;;
#crime.txt;;;;;;;;;;;;;;
anarchic_bomb_throwers;Anarchic Bomb Throwers;Lanceurs de bombes anarchistes;Anarchistische Bombenleger;;;;;;;;;;;
desc_anarchic_bomb_throwers;Less money for crime fighting results in lowered ability to respond to security threats like anarchist uprisings.;La baisse des dépenses consacrées à la lutte contre le crime se traduit par une moindre efficacité en termes de réponse aux atteintes à la sécurité comme les soulèvements d'anarchistes.;Weniger Geld für die Verbrechensbekämpfung führt zu einer verringerten Reaktionsfähigkeit auf Sicherheitsrisiken wie anarchistische Rebellionen.;;;;;;;;;;;
citizen_guard;Citizen Guard;Garde citoyenne;Bürgerwache;;;;;;;;;;;
desc_citizen_guard;Less money for crime fighting results in lowered ability to respond to security threats like battling street gangs.;La baisse des dépenses consacrées à la lutte contre le crime se traduit par une moindre efficacité en termes de réponse aux atteintes à la sécurité tels que les combats entre gangs.;Weniger Geld für die Verbrechensbekämpfung führt zu einer verringerten Reaktionsfähigkeit auf Sicherheitsrisiken wie Straßenbanden.;;;;;;;;;;;
immoral_business;Immoral Business;Activité immorale;Unmoralische Geschäfte;;;;;;;;;;;
desc_immoral_business;With rising crime rates and less government control, businessmen would become more and more centred on their own profits. This results in a higher risk of collapse for the entire system, as everybody strives for personal interests.;;Mit steigenden Kriminalitätsraten und weniger Regierungskontrolle werden sich Geschäftsleute vermehrt auf ihre eigenen Profite konzentrieren. Dies führt zu einem höheren Zusammenbruchsrisiko für das gesamte System, da jeder seinen persönlichen Interessen nachgeht.;;;;;;;;;;;
mafia;Mafia;Mafia;Mafia;;;;;;;;;;;
desc_mafia;If the crime fighting institutions in a province become overstretched, organized crime in form of a mafia would develop. Such organizations resulted in lowered productivity in the province.;Si les institutions de lutte contre le crime d'une province sont trop sollicitées, le crime organisé se transforme en mafia. Et la productivité de la province baisse.;Wenn die Institutionen zur Verbrechensbekämpfung in einer Provinz überlastet sind, entwickelt sich organisiertes Verbrechen in Form einer Mafia. Solche Organisationen verringern die Produktion in der Provinz.;;;;;;;;;;;
rotten_boroughs;Rotten Boroughs;Bourgs pourris;Rotten Boroughs;;;;;;;;;;;
desc_rotten_boroughs;The system of rotten boroughs was a system to create such small voting districts that a certain victory could be won through plain bribery.;Le système des bourgs pourris consiste à créer des circonscriptions électorales si petites qu'elles permettent une victoire certaine par le biais de la corruption.;Das System der Rotten Boroughs schaffte so kleine Wahldistrikte, dass Wahlsiege durch Bestechung gewonnen werden konnten.;;;;;;;;;;;
terrorist_cells;Terrorist Cells;Cellules terroristes;Terroristenzellen;;;;;;;;;;;
desc_terrorist_cells;With less security personnel around in the province, terrorists have an easier time hiding and waiting for opportunities to strike.;Avec la réduction du personnel de sécurité de la province, les terroristes ont moins de mal à se cacher en attendant l'occasion de frapper.;Mit weniger Sicherheitspersonal in der Provinz können Terroristen leichter in ihren Verstecken auf Gelegenheiten zum Zuschlagen warten.;;;;;;;;;;;
#event_modifiers.txt;;;;;;;;;;;;;;
government_sanitarium;Sanitarium;Sanatorium;Sanitarium;;;;;;;;;;;
desc_government_sanitarium;The Government operates a sanitarium for tuberculosis patients in this province.;Le gouvernement met un sanatorium à la disposition des tuberculeux de cette province.;Die Regierung betreibt ein Sanitarium für Tuberkulosepatienten in dieser Provinz.;;;;;;;;;;;
academic_confusion;Academic Confusion;Confusion académique;Akademisches Durcheinander;;;;;;;;;;;
academic_confusion_desc;Our academia is in a state of disarray, following a paradigm shift within our academic establishment. Our prestige and research will be hampered while the effect lasts.;Notre académie est en proie à la panique à la suite d'un changement paradigmatique au sein de notre effectif. Tant que cela durera, notre prestige et notre recherche en pâtiront.;Nach einem Paradigmenwechsel in unserem Bildungsministerium ist unsere akademische Welt in einem Zustand totalen Durcheinanders. Solange dieser Effekt anhält, leiden unser Prestige und unsere Forschung darunter.;;;;;;;;;;;
liberal_agitation;Liberal Agitation;Agitation libérale;Liberale Agitation;;;;;;;;;;;
desc_liberal_agitation;Firebrands are arguing the cause of liberalism and revolution.;Des exaltés de cette province soutiennent la révolution libérale.;Aufwiegler in diesen Provinzen fordern die liberale Revolution.;;;;;;;;;;;
springtime_of_nations;The Springtime of Nations!;Le Printemps des nations !;Frühling der Nationen!;;;;;;;;;;;
springtime_of_nations_desc;The slumbering nations of Europe awake to throw of the spectres of despotism and tyranny;Les nations endormies d'Europe se réveillent pour lutter contre les spectres du despotisme et de la tyrannie.;Die schlummernden Nationen Europa erwachen, um die Gespenster des Despotismus und der Tyrannei zu vertreiben.;;;;;;;;;;;
global_liberal_agitation;Liberal Agitation;Agitation libérale;Liberale Agitation;;;;;;;;;;;
desc_global_liberal_agitation;Firebrands are arguing the cause of liberalism and revolution.;Des exaltés soutiennent le libéralisme et la révolution.;Aufwiegler in diesen Provinzen fordern die liberale Revolution.;;;;;;;;;;;
potato_blight;Potato Blight;Le mildiou de la pomme de terre;Kartoffelfäule;;;;;;;;;;;
desc_potato_blight;Famine spreads as crops lie, dead and rotting, in our fields.;La famine s'étend tandis que les cultures pourrissent dans nos champs.;Hunger breitet sich aus, weil die Ernte tot und verfaulend auf unseren Feldern liegt.;;;;;;;;;;;
anti_jacobin_tract;Anti-Jacobin Tract;Tract antijacobin;Antijakobinertrakt;;;;;;;;;;;
desc_anti_jacobin_tract;A tract arguing the causes of counter-revolution, order, religion and monarchy has recieved widespread circulation in our country.;Un tract contre-révolutionnaire en faveur de l'ordre, de la religion et de la monarchie a été largement diffusé dans notre pays.;Ein Traktat über die Gründe von Konterrevolution, Ordnung, Religion und Monarchie ist in unserem Land in breitem Umlauf.;;;;;;;;;;;
cholera_epidemic_small;Outbreak of Cholera;Épidémie de choléra;Ausbruch der Cholera;;;;;;;;;;;
desc_cholera_epidemic_small;Cholera has broken out in this province, and threatens to spread.;Le choléra a fait son apparition dans cette province et l'épidémie guette la population.;Cholera ist in dieser Provinz ausgebrochen und droht, sich weiter zu verbreiten.;;;;;;;;;;;
cholera_epidemic_big;Cholera Epidemic;Épidémie de choléra;Choleraepidemie;;;;;;;;;;;
desc_cholera_epidemic_big;Cholera has broken out in this province, and threatens to spread.;Le choléra a fait son apparition dans cette province et l'épidémie guette la population.;Cholera ist in dieser Provinz ausgebrochen und droht, sich weiter zu verbreiten.;;;;;;;;;;;
conservative_reaction;Conservative Opposition;Opposition conservatrice;Konservative Opposition;;;;;;;;;;;
desc_conservative_reaction;Conservatives in parliment are dissatisfied.;Les conservateurs qui siègent au parlement sont mécontents.;Die Konservativen im Parlament sind unzufrieden.;;;;;;;;;;;
liberal_reaction;Liberal Opposition;Opposition libérale;Liberale Opposition;;;;;;;;;;;
desc_liberal_reaction;Liberals in parliment are dissatisfied.;Les libéraux qui siègent au parlement sont mécontents.;Die Liberalen im Parlament sind unzufrieden.;;;;;;;;;;;
national_tragedy;National Tragedy;Drame national;Nationale Tragödie;;;;;;;;;;;
desc_national_tragedy;Our nation mourns another young girl lost to the coal fields.;Notre nation déplore la perte d'une nouvelle jeune fille dans les mines de charbon.;Unser Nation betrauert ein weiteres Mädchen, das den Kohlefeldern zum Opfer fiel.;;;;;;;;;;;
western_influences;Western Influences;Influences occidentales;Westlicher Einfluss;;;;;;;;;;;
desc_western_influences;Our government pursues a policy of active encouragment of Western Influences.;Notre gouvernement mène une politique visant à encourager les influences occidentales.;Unsere Regierung verfolgt eine Politik, die westliche Einflüsse aktiv fördert.;;;;;;;;;;;
uncivilized_isolationism;Isolationism;Isolationnisme;Isolationismus;;;;;;;;;;;
desc_uncivilized_isolationism;Our country has closed its ports and borders to foreigners.;Notre pays a fermé ses ports et ses frontières aux étrangers.;Unser Land hat seine Häfen und Grenzen für Ausländer geschlossen.;;;;;;;;;;;
western_presence;Western Presence;Présence occidentale;Westliche Präsenz;;;;;;;;;;;
desc_western_presence;An expatriate community of foreigners, from various European countries and Great Powers, has formed here.;Une communauté d'expatriés issus de différents pays européens et de grandes puissances s'est formée ici.;Eine Ausländergemeinde aus verschiedenen europäischen Ländern und Großmächten hat sich hier gebildet.;;;;;;;;;;;
foreign_smugglers;Foreign Smugglers;Contrebandiers étrangers;Ausländische Schmuggler;;;;;;;;;;;
desc_foreign_smugglers;A smuggling ring run by foreigners operates in this province.;Un cercle de contrebandiers dirigé par des étrangers sévit dans cette province.;Ein von Ausländern geführter Schmugglerring arbeitet in dieser Provinz.;;;;;;;;;;;
foreign_trading_post;Foreign Trading Post;Comptoir étranger;Ausländischer Handelsposten;;;;;;;;;;;
desc_foreign_trading_post;A separate class of our citizens, kept apart from the general populace, administer a trading post for foreigners in this province.;Une catégorie distincte de nos citoyens, tenue à l'écart du reste de la population, gère un comptoir réservé aux étrangers de cette province.;Eine separate Klasse unserer Bürger, die von der allgemeinen Bevölkerung ferngehalten wird, betreibt einen Handelsposten in dieser Provinz.;;;;;;;;;;;
silk_famine;Silk Famine;Épidémie de pébrine;Seidenhungersnot;;;;;;;;;;;
desc_silk_famine;A local outbreak of Pébrine prevents local silk farms from operating at full capacity;Une épidémie locale de pébrine empêche les élevages de vers à soie de fonctionner à pleine capacité.;Eine lokale Epidemie der Pébrine-Krankheit hindert lokale Seidenproduzenten daran, mit voller Kapazität zu arbeiten;;;;;;;;;;;
trade_restrictions;Trade Restrictions;Restrictions commerciales;Handelsbeschränkungen;;;;;;;;;;;
desc_trade_restrictions;Our country has a policy of regulating and banning certain imports and exports.;Notre pays régule et interdit certaines importations et exportations.;Es ist die Politik unseres Landes, gewisse Im- und Exporte zu regulieren und zu unterbinden.;;;;;;;;;;;
colonial_dry_spell;Dry Spell;Sécheresse;Trockenphase;;;;;;;;;;;
colonial_dry_spell_desc;Very little rain has fallen in this province during the summer, and farms are suffering.;Il a très peu plu dans cette province pendant l'été et les exploitations agricoles souffrent de ce manque d'eau.;Diesen Sommer ist in dieser Provinz nur wenig Regen gefallen, und die Farmen leiden.;;;;;;;;;;;
colonial_exploitation;Colonial Exploitation;Exploitation coloniale;Koloniale Ausbeutung;;;;;;;;;;;
colonial_exploitation_desc;We are milking this province for all that it is worth.;Nous exploitons toutes les richesses de cette province.;Wir pressen den letzten Heller aus dieser Provinz .;;;;;;;;;;;
colonial_mismanagement;Colonial Mismanagement;Mauvaise gestion coloniale;Koloniale Fehlverwaltung;;;;;;;;;;;
colonial_mismanagement_desc;The small sums afforded the Colonial Office (Administration Spending) has meant that this colony has fallen into a state of bureaucratic disrepair.;Compte tenu des sommes dérisoires octroyées au Bureau colonial (dépenses administratives), cette colonie est en situation de ruine bureaucratique.;Die geringen Summen, die wir dem Kolonialamt zuweisen (Verwaltungsausgaben), haben diese Kolonie in einen Zustand bürokratischen Verfalls sinken lassen.;;;;;;;;;;;
colonial_recruitment;Land! Liberty! Labour!;Terre ! Liberté ! Travail !;Land! Freiheit! Arbeit!;;;;;;;;;;;
colonial_recruitment_desc;A government campaign is attracting immigrants to this province with promises of land and opportunities.;Une campagne gouvernementale promettant terres et opportunités attire les immigrants vers cette province.;Eine Regierungskampagne zieht Einwanderer mit Versprechungen von Land und Zukunftsgelegenheiten in die Provinz.;;;;;;;;;;;
baby_boom;Baby Boom;Baby Boom;Baby-Boom;;;;;;;;;;;
loyal_askaris;Gurkhas, Askaris & Tirailleurs;Gurkhas, Askaris et tirailleurs;Gurkhas, Askaris & Tirailleure;;;;;;;;;;;
loyal_askaris_desc;The people in this province are generally supportive of our rule, and several of them serve, or are willing to serve, in colonial military regiments;Généralement, les habitants de cette province vous soutiennent. D'ailleurs, certains servent ou sont prêts à servir dans les régiments militaires coloniaux.;Die Menschen in dieser Provinz unterstützen unsere Regierung zum Großteil, und viele von ihnen dienen in kolonialeigenen Militärregimentern, bzw. sind gewillt, dort zu dienen.;;;;;;;;;;;
female_suffrage;Woman's Suffrage;Droit de vote des femmes;Frauenwahlrecht;;;;;;;;;;;
female_suffrage_desc;Our country accords women legal equality with men, and the right to vote in general elections.;Notre pays accorde aux femmes la même égalité qu'aux hommes ainsi que le droit de voter lors des élections générales.;Unser Land gewährt Frauen denselben Rechtsstatus wie Männern sowie das Wahlrecht für Parlamentswahlen.;;;;;;;;;;;
labor_union;Labor Union;Syndicat professionnel;Arbeitergewerkschaft;;;;;;;;;;;
desc_labor_union;Workers have joined forces and created a labor union in your province.;Les salariés de votre province ont uni leurs forces pour créer un syndicat professionnel.;Die Arbeiter haben sich zusammengeschlossen und eine Gewerkschaft in Ihrer Provinz gegründet.;;;;;;;;;;;
worker_union;Worker's Union;Syndicat de salariés;Arbeitergewerkschaft;;;;;;;;;;;
strike_solution;Strike Solution;Une solution à la grève;Streiklösung;;;;;;;;;;;
desc_strike_solution;Your generosity have stopped the strike.;Votre générosité a mis fin à la grève.;Ihre Großzügigkeit hat den Streik gestoppt.;;;;;;;;;;;
province_strike;Province Strike;Grève provinciale;Provinzstreik;;;;;;;;;;;
desc_province_strike;Workers have gone on strike in your province.;Les salariés de votre province se sont mis en grève.;Die Arbeiter streiken in Ihrer Provinz.;;;;;;;;;;;
black_shirts;Blackshirts;Les Chemises noires;Schwarzhemden;;;;;;;;;;;
desc_black_shirts;Blackshirts are provoking the residents in the province.;Les Chemises noires provoquent les habitants de la province.;Schwarzhemden provozieren die Bewohner der Provinz.;;;;;;;;;;;
free_corps;Free Corps;Les Corps francs;Freikorps;;;;;;;;;;;
desc_free_corps;Inspired by the Blackshirts, the Free Corps are a nuisance in your province.;Inspirés par les Chemises noires, les Corps francs sont un véritable fléau pour votre province.;Das Freikorps wurde inspiriert von den Schwarzhemden und ist eine Plage in Ihrer Provinz.;;;;;;;;;;;
the_massacre;The Massacre;Le massacre;Das Massaker;;;;;;;;;;;
desc_the_massacre;A group of people consisting of socicialists and liberals have been murdered.;Un groupe de socialistes et de libéraux a été assassiné.;Eine aus Sozialisten und Liberalen bestehende Gruppe wurde ermordet.;;;;;;;;;;;
fascist_welfare;Fascist Welfare;État providence et fascisme;Faschistische Wohlfahrt;;;;;;;;;;;
desc_fascist_welfare; ; ;;;;;;;;;;;;
beer_hall_putsch;Beer Hall Putsch;Le putsch de la Brasserie;Bierkellerputsch;;;;;;;;;;;
desc_beer_hall_putsch; ; ;;;;;;;;;;;;
local_opium_habit;Opium Problem;Le problème de l'opium;Opiumproblem;;;;;;;;;;;
desc_local_opium_habit;Our subjects in this province have taken to opium eating on an epidemic scale.;La consommation d'opium de cette province atteint un seuil épidémique.;Unsere Untertanen in dieser Provinz konsumieren Opium in erschreckendem Maße.;;;;;;;;;;;
sayings_of_the_dutch;Sayings of The Dutch;Études hollandaises;Holländische Sprichwörter;;;;;;;;;;;
desc_sayings_of_the_dutch;We have translated a large amount of western literature and incorporated it fully into our national body of knowledge, boosting our scientific research.;Nous avons traduit un grand nombre d'œuvres littéraires occidentales pour les incorporer à nos connaissances nationales et ainsi relancer notre recherche scientifique.;Wir haben eine große Menge westlicher Literatur übersetzt und sie in unseren nationalen Wissenskanon einfließen lassen, was unsere wissenschaftliche Forschung auf neue Höhen treibt.;;;;;;;;;;;
european_military_mission;Military Mission;Mission militaire;Militärmission;;;;;;;;;;;
desc_european_military_mission;A Great Power has established a military mission in this province.;Une grande puissance a établi une mission militaire dans cette province.;Eine Großmacht hat eine Militärmission in dieser Provinz eingerichtet.;;;;;;;;;;;
extraterritoriality_granted;Extraterritoriality Granted;Exterritorialité accordée;Extraterritorialität gewährt;;;;;;;;;;;
desc_extraterritoriality_granted;Our country has granted extraterritoriality to citizens of the Great Powers.;Notre pays a accordé l'exterritorialité aux citoyens des grandes puissances.;Unser Land hat Bürgern der Großmächte Extraterritorialität gewährt.;;;;;;;;;;;
military_reform;Military Reform;Réforme militaire;Militärreform;;;;;;;;;;;
desc_military_reform;We are in the process of reforming our army to European standards;Nous sommes en train de réformer notre armée selon les normes européennes.;Wir reformieren gerade unsere Armee auf europäische Standards.;;;;;;;;;;;
educational_reform;Educational Reform;Réforme de l'éducation;Bildungsreform;;;;;;;;;;;
desc_educational_reform;We have reformed our educational system. While this helps our research, it is also highly unpopular among the traditionalists.;Nous avons réformé notre système éducatif. Cela favorise notre recherche mais déplaît aux traditionnalistes.;Wir haben unser Bildungssystem reformiert. Dies hilft zwar unserer Forschung, ist aber auch bei den Traditionalisten sehr unbeliebt.;;;;;;;;;;;
legation_quarter;Legation Quarter;Quartier des légations;Legationsviertel;;;;;;;;;;;
kettler_denkmal;Memorial to Foreign Diplomat;Monument dédié à un diplomate étranger;Gedenkstätte an ausländischen Diplomaten;;;;;;;;;;;
desc_kettler_denkmal;This memorial to a foreign diplomat stands as a permanent reminder to our people that our independence is being sold short by our government.;Ce monument dédié à un diplomate étranger rappelle au peuple que notre gouvernement a renoncé à notre indépendance.;Diese Gedenkstätte an einen ausländischen Diplomaten dient als permanente Erinnerung an unser Volk, dass unsere Regierung mit unserer Unabhängigkeit Schindluder treibt.;;;;;;;;;;;
local_economic_downturn;Local Economic Downturn;Ralentissement économique local;Lokale Wirtschaftskrise;;;;;;;;;;;
desc_local_economic_downturn;This province has taken a temporary economic hit, but should recover within a few years.;Cette province connaît un ralentissement économique momentané, mais devrait se rétablir d'ici quelques années.;Die Provinz befindet sich in einer vorübergehenden Wirtschaftskrise, sollte sich aber innerhalb weniger Jahre wieder erholen.;;;;;;;;;;;
free_staters;Free-Staters;Free-Staters;Freistaatler;;;;;;;;;;;
desc_free_staters;Free-Staters are active in this province, working to ensure its accession into the Union as a free state.;Les Free-Staters de cette province militent pour son accession à l'Union en tant qu'État libre.;Freistaatler sind in dieser Provinz aktiv, wo sie sich darum bemühen, die Provinz als freien Staat der Union anzufügen.;;;;;;;;;;;
border_ruffians;Border Ruffians;Les Border Ruffians;Border Ruffians;;;;;;;;;;;
desc_border_ruffians;Border Ruffians is souring the quality of life for people in this province.;Les Border Ruffians empoisonnent la vie des habitants de cette province.;Border Ruffians verderben die Lebensqualität der Menschen in dieser Provinz.;;;;;;;;;;;
underground_railroad;Underground Railroad;Chemin de fer souterrain;Underground Railroad;;;;;;;;;;;
desc_underground_railroad;An Underground Railroad operates in this province, bringing slaves to freedom.;Cette province est équipée d'une voie ferrée souterraine qui conduit les esclaves vers la liberté.;Eine Underground Railroad arbeitet in dieser Provinz;;;;;;;;;;;
knights_of_the_golden_circle;Knights of The Golden Circle;Les Chevaliers du Cercle d'or;Knights of The Golden Circle;;;;;;;;;;;
desc_knights_of_the_golden_circle;A secret society dedicated to the advancment of slavery operates in this province.;Une organisation secrète dédiée à la promotion de l'esclavage sévit dans cette province.;Eine Geheimgesellschaft, die sich der Förderung der Sklaverei verschrieben hat, operiert in dieser Provinz.;;;;;;;;;;;
american_anti_slavery_society;American Anti-Slavery Society;L'American Anti-Slavery Society;American Anti-Slavery Society;;;;;;;;;;;
desc_american_anti_slavery_society;A society dedicated to the abolition of slavery operates in this province.;Une organisation prônant l'abolition de l'esclavage sévit dans cette province.;Eine Gesellschaft, die sich der Abschaffung der Sklaverei verschrieben hat, operiert in dieser Provinz.;;;;;;;;;;;
copperhead_democrats;Copperhead Democrats;Les copperheads;Copperhead-Demokraten;;;;;;;;;;;
