Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
EVTDESC98002;Our colonial governor in South Africa declared an annexation of the Transvaal via special warrant several years ago, one that the Boers have stubbornly resisted. Both Transvaal and the Oranje Free State have considerable resources which would be of value to $COUNTRY$, and we must consider the idea that keeping them out of the hands of competitors for African dominance is just as much reason to annex them as using those resources for our ourselves. The Boer resistance has proven embarrasing. If we do not answer this with force, it will make the $COUNTRY_ADJ$ look weak to the world.;;;;;;;;;;;;;
EVTNAME98003;The Anglo-Boer War;;;;;;;;;;;;;
EVTDESC98003;The $FROMCOUNTRY_ADJ$ have gone to war with the Transvaal, and many Boers are fearful that $COUNTRY$ will surely be next. They are crying out to our government to ally with the Transvaalis and stop the $FROMCOUNTRY_ADJ$ from taking away their lands and their rights.;;;;;;;;;;;;;
EVTNAME98004;South Africa is Ours!;;;;;;;;;;;;;
EVTDESC98004;We control the entire Cape Colony. There is no question now as to who the masters are in South Africa: the Boers. The time has come for us to end the war and unite the Boers under a single flag.;;;;;;;;;;;;;
EVTNAME98005;Appeal From $FROMCOUNTRY$;;;;;;;;;;;;;
EVTDESC98005;We have been approached by $FROMCOUNTRY_ADJ$ diplomats desperate for help in their war. Though they are loathe to do so, they are asking for $COUNTRY_ADJ$ protection. If we provide it, it does mean we establish an excellent claim over their territory.;;;;;;;;;;;;;
EVTNAME98006;The Boer Exodus;;;;;;;;;;;;;
EVTDESC98006;With 'the Great Trek' underway, many of the Boers are eager to leave the Cape Colony behind and travel to either the Transvaal or the oranje Free State where they feel they will be free to pursue their own interests.;;;;;;;;;;;;;
EVTNAME98735;Islamic Fervor in $COUNTRY$;;;;;;;;;;;;;
EVTDESC98735;A sentiment of Islamic nationalism is sweeping $COUNTRY$, as people begin to clamor for unification with the Islamic Caliphate. We have little reason to doubt that they would object to a petition of annexation.;;;;;;;;;;;;;
EVTNAME199006;Prospector Strikes Copper!;;;;;;;;;;;;;
EVTDESC199006;We have reports from $PROVINCENAME$ that a new vein of copper has been discovered, and considering the unemployment in $PROVINCENAME$ this might prove to be a boon indeed.;;;;;;;;;;;;;
EVTNAME199008;Prospector Strikes Lead!;;;;;;;;;;;;;
EVTDESC199008;We have reports from $PROVINCENAME$ that a new vein of lead has been discovered, and considering the unemployment in $PROVINCENAME$ this might prove to be a boon indeed.;;;;;;;;;;;;;
claim_mayan_lands_title;Rebuild the Mayan Empire;;;;;;;;;;;;;
claim_mayan_lands_desc;The time has come for the Mayan people to reclaim what they have lost!;;;;;;;;;;;;;
total_war_in_taiping_title;Total War in Taiping;;;;;;;;;;;;;
total_war_in_taiping_desc;The glorious revolution awaits. We must call upon all our citizens to fight, lest our cause die before it has even achieved the first step towards victory.;;;;;;;;;;;;;
total_war_in_peking_title;Total War in Peking;;;;;;;;;;;;;
total_war_in_peking_desc;The Taiping Rebellion threatens the dynasty and, indeed, the entire Empire. We must call on all our citizens to rise up and fight against these Christian infidels!;;;;;;;;;;;;;
total_war_in_kashgaria_title;Total War in Kashgaria;;;;;;;;;;;;;
total_war_in_kashgaria_desc;The glorious revolution awaits. We must call upon all our citizens to fight, lest our cause die before it has even achieved the first step towards victory.;;;;;;;;;;;;;
total_war_in_yunnan_title;Total War in Yunnan;;;;;;;;;;;;;
total_war_in_yunnan_desc;The glorious revolution awaits. We must call upon all our citizens to fight, lest our cause die before it has even achieved the first step towards victory.;;;;;;;;;;;;;
form_hindustan_title;Form Hindustan;;;;;;;;;;;;;
form_hindustan_desc;We must unite the people of Hindustan under a single flag, to better resist the Imperialists from incursions into India.;;;;;;;;;;;;;
form_marathas_title;Form Marathas;;;;;;;;;;;;;
form_marathas_desc;The Maratha Empire was once the greatest force upon the Indian subcontinent. The time has come for it to rise once more!;;;;;;;;;;;;;
apply_for_USA_statehood2_title;Apply for Statehood;Demande de rattachement en tant qu'État;Antrag auf Souveränität;;Solicitud de ingreso como estado;;;;;;;;;
apply_for_USA_statehood2_desc;Our position on the North American continent, and our traditional cultural ties to the USA, make it likely that the USA would accept a petition of statehood from us. Doing this means our country will be annexed by the United States;Notre position géographique sur le continent nord Américain, et les liens qui nous unissent aux Etats-Unis font que ces derniers accepteraient probablement une pétition sur une demande de rattachement en tant qu'Etat. En faisant cela, notre pays serait annexé aux Etats-Unis.;Unsere Position auf dem nordamerikanischen Kontinent und unsere traditionellen kulturellen Verbindungen mit den USA machen es wahrscheinlich, dass die USA einen Antrag auf Souveränität von uns akzeptiert. Dies bedeutet, dass unser Land von den Vereinigten Staaten annektiert wird;;Por nuestra posición en el continente norteamericano y nuestros vínculos culturales tradicionales con los EE.UU. parece probable que nos acepten como estado de la Unión si lo solicitamos. Si lo hacemos, nuestro país será anexionado por los Estados Unidos.;;;;;;;;;
end_of_NGF_PRU;Become Prussia;;;;;;;;;;;;;
end_of_NGF_PRU_desc;With the loss of our lands, we must face a bitter truth and realize that claiming we are more than Prussia is a conceit we cannot afford. Let the truth become reality.;;;;;;;;;;;;;
end_of_NGF_ANH;Become Anhalt;;;;;;;;;;;;;
end_of_NGF_ANH_desc;With the loss of our lands, we must face a bitter truth and realize that claiming we are more than Anhalt is a conceit we cannot afford. Let the truth become reality.;;;;;;;;;;;;;
end_of_SGF_BAD;Become Baden;;;;;;;;;;;;;
end_of_SGF_BAD_desc;With the loss of our lands, we must face a bitter truth and realize that claiming we are more than Baden is a conceit we cannot afford. Let the truth become reality.;;;;;;;;;;;;;
end_of_SGF_BAV;Become Bavaria;;;;;;;;;;;;;
end_of_SGF_BAV_desc;With the loss of our lands, we must face a bitter truth and realize that claiming we are more than Bavaria is a conceit we cannot afford. Let the truth become reality.;;;;;;;;;;;;;
end_of_NGF_BRA;Become Brunswick;;;;;;;;;;;;;
end_of_NGF_BRA_desc;With the loss of our lands, we must face a bitter truth and realize that claiming we are more than Brunswick is a conceit we cannot afford. Let the truth become reality.;;;;;;;;;;;;;
end_of_NGF_BRE;Become Bremen;;;;;;;;;;;;;
end_of_NGF_BRE_desc;With the loss of our lands, we must face a bitter truth and realize that claiming we are more than Bremen is a conceit we cannot afford. Let the truth become reality.;;;;;;;;;;;;;
end_of_NGF_FRM;Become Frankfurt;;;;;;;;;;;;;
end_of_NGF_FRM_desc;With the loss of our lands, we must face a bitter truth and realize that claiming we are more than Frankfurt is a conceit we cannot afford. Let the truth become reality.;;;;;;;;;;;;;
end_of_NGF_HAM;Become Hamburg;;;;;;;;;;;;;
end_of_NGF_HAM_desc;With the loss of our lands, we must face a bitter truth and realize that claiming we are more than Hamburg is a conceit we cannot afford. Let the truth become reality.;;;;;;;;;;;;;
end_of_NGF_HAN;Become Hannover;;;;;;;;;;;;;
end_of_NGF_HAN_desc;With the loss of our lands, we must face a bitter truth and realize that claiming we are more than Hannover is a conceit we cannot afford. Let the truth become reality.;;;;;;;;;;;;;
end_of_NGF_HEK;Become Hesse-Kessel;;;;;;;;;;;;;
end_of_NGF_HEK_desc;With the loss of our lands, we must face a bitter truth and realize that claiming we are more than Hesse-Kessel is a conceit we cannot afford. Let the truth become reality.;;;;;;;;;;;;;
end_of_NGF_HES;Become Hesse-Darmstadt;;;;;;;;;;;;;
end_of_NGF_HES_desc;With the loss of our lands, we must face a bitter truth and realize that claiming we are more than Hesse-Darmstadt is a conceit we cannot afford. Let the truth become reality.;;;;;;;;;;;;;
end_of_NGF_OLD;Become Oldenburg;;;;;;;;;;;;;
end_of_NGF_OLD_desc;With the loss of our lands, we must face a bitter truth and realize that claiming we are more than Oldenburg is a conceit we cannot afford. Let the truth become reality.;;;;;;;;;;;;;
end_of_NGF_SAX;Become Saxony;;;;;;;;;;;;;
end_of_NGF_SAX_desc;With the loss of our lands, we must face a bitter truth and realize that claiming we are more than Saxony is a conceit we cannot afford. Let the truth become reality.;;;;;;;;;;;;;
end_of_NGF_WEI;Become Saxe-Weimar;;;;;;;;;;;;;
end_of_NGF_WEI_desc;With the loss of our lands, we must face a bitter truth and realize that claiming we are more than Saxe-Weimar is a conceit we cannot afford. Let the truth become reality.;;;;;;;;;;;;;
end_of_SGF_WUR;Become Württemburg;;;;;;;;;;;;;
end_of_SGF_WUR_desc;With the loss of our lands, we must face a bitter truth and realize that claiming we are more than Württemburg is a conceit we cannot afford. Let the truth become reality.;;;;;;;;;;;;;
end_of_NGF_MEI;Become Saxe-Meiningen;;;;;;;;;;;;;
end_of_NGF_MEI_desc;With the loss of our lands, we must face a bitter truth and realize that claiming we are more than Saxe-Meiningen is a conceit we cannot afford. Let the truth become reality.;;;;;;;;;;;;;
end_of_NGF_COB;Become Saxe-Coburg-Gotha;;;;;;;;;;;;;
end_of_NGF_COB_desc;With the loss of our lands, we must face a bitter truth and realize that claiming we are more than Saxe-Coburg-Gotha is a conceit we cannot afford. Let the truth become reality.;;;;;;;;;;;;;
end_of_NGF_NAS;Become Nassau;;;;;;;;;;;;;
end_of_NGF_NAS_desc;With the loss of our lands, we must face a bitter truth and realize that claiming we are more than Nassau is a conceit we cannot afford. Let the truth become reality.;;;;;;;;;;;;;
end_of_NGF_MEC;Become Mecklenberg;;;;;;;;;;;;;
end_of_NGF_MEC_desc;With the loss of our lands, we must face a bitter truth and realize that claiming we are more than Mecklenberg is a conceit we cannot afford. Let the truth become reality.;;;;;;;;;;;;;
end_of_NGF_LUB;Become Lübeck;;;;;;;;;;;;;
end_of_NGF_LUB_desc;With the loss of our lands, we must face a bitter truth and realize that claiming we are more than Lübeck is a conceit we cannot afford. Let the truth become reality.;;;;;;;;;;;;;
end_of_NGF_LIP;Become Lippe;;;;;;;;;;;;;
end_of_NGF_LIP_desc;With the loss of our lands, we must face a bitter truth and realize that claiming we are more than Lippe is a conceit we cannot afford. Let the truth become reality.;;;;;;;;;;;;;
create_iberia_title;Become Iberia;;;;;;;;;;;;;
create_iberia_desc;We have proven our mettle and united the Iberian peninsula under our rule. Now the time has come for a new Iberian federation to be born, one that unites all of the peninsula's cultures under a single rule.;;;;;;;;;;;;;
create_iberia2_title;Become Iberia;;;;;;;;;;;;;
create_iberia2_desc;We have proven our mettle and united the Iberian peninsula under our rule. Now the time has come for a new Iberian federation to be born, one that unites all of the peninsula's cultures under a single rule.;;;;;;;;;;;;;
end_of_iberia_spain_title;Become Spain;;;;;;;;;;;;;
end_of_iberia_spain_desc;The Iberian union is no longer the truth. We must put aside the fiction and become Spain in truth.;;;;;;;;;;;;;
end_of_iberia_portugal_title;Become Portugal;;;;;;;;;;;;;
end_of_iberia_portugal_desc;The Iberian union is no longer the truth. We must put aside the fiction and become Portugal in truth.;;;;;;;;;;;;;
form_caliphate_title;Form the Islamic Caliphate;;;;;;;;;;;;;
form_caliphate_desc;The dream of a true muslim nation: unite the peoples of Islam under a single banner, one which could make the nations of the world shake before its might and cast fear into the hearts of men so used to treating our brethren as lesser beings.;;;;;;;;;;;;;
apply_sharia_law_title;Apply Sharia Law;;;;;;;;;;;;;
apply_sharia_law_desc;Ours is a nation based on fundamental religious rule. Thus it is incumbent that Sharia law be applied to its fullest extent-- in the interest of keeping peace and order.;;;;;;;;;;;;;
repeal_sharia_law_title;Repeal Sharia Law;;;;;;;;;;;;;
repeal_sharia_law_desc;Ours may be an Islamic union, but it is no longer a nation based on fundamental religious rule. We must repeal the strict Sharia laws which have held back our nation for so long.;;;;;;;;;;;;;
fsa_enact_anaconda_plan_desc;Originally devised by General-in-chief Winfield Scott, the Anaconda plan was a plan for subduing the Free Americans by means of a massive naval blockade, and a military advance along the coast. By initiating blockades of FSA ports, we can increase their war exhaustion by denying them essential goods.;;;;;;;;;;;;;
form_hindustan2_title;Form Hindustan;;;;;;;;;;;;;
form_hindustan2_desc;We must unite the people of Hindustan under a single flag, to better resist the Imperialists from incursions into India.;;;;;;;;;;;;;
form_marathas2_title;Form Marathas;;;;;;;;;;;;;
form_marathas2_desc;The Maratha Empire was once the greatest force upon the Indian subcontinent. The time has come for it to rise once more!;;;;;;;;;;;;;
claim_greater_bengal2_title;Claim Greater Bengal;;;;;;;;;;;;;
claim_greater_bengal2_desc;The Bengal Empire once ruled over much of eastern India, and the time has come to once again restake our claim. We must strike a blow against the forces of imperialism!;;;;;;;;;;;;;
form_dravidistan2_title;Form Dravidistan;;;;;;;;;;;;;
form_dravidistan2_desc;We must unite the Dravidian people under a single flag, to better resist the Imperialists from incursions into India.;;;;;;;;;;;;;
move_capital_to_niamey_title;Move Capital to Niamey;;;;;;;;;;;;;
move_capital_to_niamey_desc;Niamey provides a better capital for Niger-- we should move the government there at once.;;;;;;;;;;;;;
move_capital_to_bamako_title;Move Capital to Bamako;;;;;;;;;;;;;
move_capital_to_bamako_desc;Niamey provides a better capital for Mali-- we should move the government there at once.;;;;;;;;;;;;;
move_capital_to_dar_es_salaam_title;Move Capital to Dar-es-Salaam;;;;;;;;;;;;;
move_capital_to_dar_es_salaam_desc;Dar-es-Salaam provides a better capital for Tanganyika-- we should move the government there at once.;;;;;;;;;;;;;
become_mali_empire_title;Restore the Mali Empire;;;;;;;;;;;;;
become_mali_empire_desc;The Mali Empire was once one of the greatest kingdoms in all of Africa. Under the ancient flag we can unite the peoples of the western Sahel, and challenge the might even of the Europeans!;;;;;;;;;;;;;
invite_greece_to_YUG_title;Invite Greece Into Yugoslavia;;;;;;;;;;;;;
invite_greece_to_YUG_desc;While the Greeks are not truly considered part of the Slavic culture and are noticeably reluctant to assent to any kind of greater union of the Balkans, perhaps with enough influence and good relations we can convince them to join us.;;;;;;;;;;;;;
embrace_greeks_YUG_title;Embrace Greeks;;;;;;;;;;;;;
embrace_greeks_YUG_desc;The Greeks are not truly a Slavic culture, and notoriously at odds with the rest of the Slavs. With enough effort, however, it should not be impossible to integrate them more fully into the Yugoslav culture and government. Perhaps this might even mean a future of peace between our peoples.;;;;;;;;;;;;;
embrace_polish_minority_title;Embrace the Polish Minority;;;;;;;;;;;;;
embrace_polish_minority_desc;We shall embrace our Polish citizens, and elevate them to the status shared by that of the Hungarians.;;;;;;;;;;;;;
demand_retreat_from_india;Demand Retreat From India;;;;;;;;;;;;;
demand_retreat_from_india_desc;The majority of India has been wrested from British control. A choice is upon us: either demand their retreat from the sub-continent, freeing all their vassals and annexed lands, or continue our war and hope to achieve our current goals. A British retreat may result in chaos, and we certainly would not attain the war goals we have in play, but it would at least take the British out of the equation for the years to come.;;;;;;;;;;;;;
move_capital_to_delhi_title;Move Capital to Delhi;;;;;;;;;;;;;
move_capital_to_delhi_desc;Now that India has unified, we should consider moving the capital to a more central-- and traditional-- city. Delhi: the heart of India.;;;;;;;;;;;;;
line_of_advantage;Line of Advantage;;;;;;;;;;;;;
line_of_advantage_desc;The concept of riekisen, or the 'line of advantage', means that we must extend Japanese influence beyond our national borders in order to ensure our security. This means turning all of the Japanese military, and indeed our people, to the notion of foreign conquest and glory.;;;;;;;;;;;;;
no_line_of_advantage;Path of Progress;;;;;;;;;;;;;
no_line_of_advantage_desc;Instead of focusing on military might and conquest, Japanese security must be provided by devotion to technological progress and reform. We must match the Western powers, and quickly, or they will surely take advantage and find Japan sorely unprepared.;;;;;;;;;;;;;
organize_bostwana_desc;We should organize the African colonies to better reflect both a local structure, as well as set up the possibility for autonomous rule -- dominated by our benevolent colonial administrators, of course.;;;;;;;;;;;;;
move_capital_to_accra_title;Move Capital to Accra;;;;;;;;;;;;;
move_capital_to_accra_desc;Accra provides a better capital for our nation-- we should move the government there at once.;;;;;;;;;;;;;
self_strengthening_movement;Self-Strengthening Movement;;;;;;;;;;;;;
move_capital_to_algiers_title;Move Capital to Algiers;;;;;;;;;;;;;
move_capital_to_algiers_desc;Algiers now belongs to us. It is time to move our government back to its proper place!;;;;;;;;;;;;;
chuang_guangdong_title;Chuang Guandong;;;;;;;;;;;;;
chuang_guangdong_desc;Literally 'Crashing into Guandong', this was the a policy brought into place by the Qing government which brought down the barrier to non-Manchu settlement in the northeastern frontier. With the loss of Outer Manchuria, it is vital that the frontier be populated by settlers to prevent further expansion into Chinese territory.;;;;;;;;;;;;;
treaties_of_velasco;Treaties of Velasco;;;;;;;;;;;;;
treaties_of_velasco_desc;The treaties may be worth less than the paper they're printed on, but they supposedly offer us a guarantee of independence from Mexico. We shall see if they last.;;;;;;;;;;;;;
recent_crisis;Recent Crisis;;;;;;;;;;;;;
recent_crisis_desc;We have been the instigators in a recent crisis. Until memories fade, the world will likely tend to overlook any further demands we make for our territories.;;;;;;;;;;;;;
rebel_cell_discovered;Rebel Cell Discovered;;;;;;;;;;;;;
rebel_cell_discovered_desc;With one rebel cell uncovered, it's only a matter of time before we discover the rest and stamp them out!;;;;;;;;;;;;;
