Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
gtfo_NCT_desc;We've had a good run, but it's time to end our rulership of Neuchatel: if you love something, let it go!;;;;;;;;;;;;;
gtfo_HBY_title;Grant Hobyo Independence;;;;;;;;;;;;;
gtfo_HBY_desc;We've had a good run, but it's time to end our rulership of Hobyo: if you love something, let it go!;;;;;;;;;;;;;
gtfo_QAT_title;Grant Qatar Independence;;;;;;;;;;;;;
gtfo_QAT_desc;We've had a good run, but it's time to end our rulership of Qatar: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BRY_title;Grant Buryatia Independence;;;;;;;;;;;;;
gtfo_BRY_desc;We've had a good run, but it's time to end our rulership of Buryatia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KAR_title;Grant Karen Independence;;;;;;;;;;;;;
gtfo_KAR_desc;We've had a good run, but it's time to end our rulership of Karen: if you love something, let it go!;;;;;;;;;;;;;
gtfo_PAK_title;Grant Pakistan Independence;;;;;;;;;;;;;
gtfo_PAK_desc;We've had a good run, but it's time to end our rulership of Pakistan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CRL_title;Grant Chitral Independence;;;;;;;;;;;;;
gtfo_CRL_desc;We've had a good run, but it's time to end our rulership of Chitral: if you love something, let it go!;;;;;;;;;;;;;
gtfo_RDL_title;Grant Ardalan Independence;;;;;;;;;;;;;
gtfo_RDL_desc;We've had a good run, but it's time to end our rulership of Ardalan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BTL_title;Grant Bitlis Independence;;;;;;;;;;;;;
gtfo_BTL_desc;We've had a good run, but it's time to end our rulership of Bitlis: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BDN_title;Grant Bahdinan Independence;;;;;;;;;;;;;
gtfo_BDN_desc;We've had a good run, but it's time to end our rulership of Bahdinan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BNB_title;Grant Baban Independence;;;;;;;;;;;;;
gtfo_BNB_desc;We've had a good run, but it's time to end our rulership of Baban: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MKN_title;Grant Mukriyan Independence;;;;;;;;;;;;;
gtfo_MKN_desc;We've had a good run, but it's time to end our rulership of Mukriyan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BHT_title;Grant Bohtan Independence;;;;;;;;;;;;;
gtfo_BHT_desc;We've had a good run, but it's time to end our rulership of Bohtan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SRN_title;Grant Soran Independence;;;;;;;;;;;;;
gtfo_SRN_desc;We've had a good run, but it's time to end our rulership of Soran: if you love something, let it go!;;;;;;;;;;;;;
gtfo_LBG_title;Grant Limburg Independence;;;;;;;;;;;;;
gtfo_LBG_desc;We've had a good run, but it's time to end our rulership of Limburg: if you love something, let it go!;;;;;;;;;;;;;
gtfo_PNB_title;Grant Pernambuco Independence;;;;;;;;;;;;;
gtfo_PNB_desc;We've had a good run, but it's time to end our rulership of Pernambuco: if you love something, let it go!;;;;;;;;;;;;;
gtfo_FIU_title;Grant Fiume Independence;;;;;;;;;;;;;
gtfo_FIU_desc;We've had a good run, but it's time to end our rulership of Fiume: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SYC_title;Grant Sicily Independence;;;;;;;;;;;;;
gtfo_SYC_desc;We've had a good run, but it's time to end our rulership of Sicily: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MDV_title;Grant Moldova Independence;;;;;;;;;;;;;
gtfo_MDV_desc;We've had a good run, but it's time to end our rulership of Moldova: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ABK_title;Grant Abkhazia Independence;;;;;;;;;;;;;
gtfo_ABK_desc;We've had a good run, but it's time to end our rulership of Abkhazia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CRT_title;Grant Corrientes Independence;;;;;;;;;;;;;
gtfo_CRT_desc;We've had a good run, but it's time to end our rulership of Corrientes: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SBA_title;Grant Buenos Aires Independence;;;;;;;;;;;;;
gtfo_SBA_desc;We've had a good run, but it's time to end our rulership of Buenos Aires: if you love something, let it go!;;;;;;;;;;;;;
gtfo_LHJ_title;Grant Lahej Independence;;;;;;;;;;;;;
gtfo_LHJ_desc;We've had a good run, but it's time to end our rulership of Lahej: if you love something, let it go!;;;;;;;;;;;;;
gtfo_FDL_title;Grant Fadhli Independence;;;;;;;;;;;;;
gtfo_FDL_desc;We've had a good run, but it's time to end our rulership of Fadhli: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KTH_title;Grant Kathiri Independence;;;;;;;;;;;;;
gtfo_KTH_desc;We've had a good run, but it's time to end our rulership of Kathiri: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MHR_title;Grant Mahra Independence;;;;;;;;;;;;;
gtfo_MHR_desc;We've had a good run, but it's time to end our rulership of Mahra: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KML_title;Grant Kumul Independence;;;;;;;;;;;;;
gtfo_KML_desc;We've had a good run, but it's time to end our rulership of Kumul: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SHK_title;Grant Shilluk Independence;;;;;;;;;;;;;
gtfo_SHK_desc;We've had a good run, but it's time to end our rulership of Shilluk: if you love something, let it go!;;;;;;;;;;;;;
gtfo_WRL_title;Grant Warsangali Independence;;;;;;;;;;;;;
gtfo_WRL_desc;We've had a good run, but it's time to end our rulership of Warsangali: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BHP_title;Grant Bahawalpur Independence;;;;;;;;;;;;;
gtfo_BHP_desc;We've had a good run, but it's time to end our rulership of Bahawalpur: if you love something, let it go!;;;;;;;;;;;;;
gtfo_EZO_title;Grant Ezo Independence;;;;;;;;;;;;;
gtfo_EZO_desc;We've had a good run, but it's time to end our rulership of Ezo: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CHY_title;Grant Chechnya Independence;;;;;;;;;;;;;
gtfo_CHY_desc;We've had a good run, but it's time to end our rulership of Chechnya: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CHK_title;Grant Champasak Independence;;;;;;;;;;;;;
gtfo_CHK_desc;We've had a good run, but it's time to end our rulership of Champasak: if you love something, let it go!;;;;;;;;;;;;;
gtfo_QNG_title;Grant Qing China Independence;;;;;;;;;;;;;
gtfo_QNG_desc;We've had a good run, but it's time to end our rulership of Qing China: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BAH_title;Grant Bahia Independence;;;;;;;;;;;;;
gtfo_BAH_desc;We've had a good run, but it's time to end our rulership of Bahia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CEQ_title;Grant Equador Confederation Independence;;;;;;;;;;;;;
gtfo_CEQ_desc;We've had a good run, but it's time to end our rulership of Equador Confederation: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ENT_title;Grant Entre Rios Independence;;;;;;;;;;;;;
gtfo_ENT_desc;We've had a good run, but it's time to end our rulership of Entre Rios: if you love something, let it go!;;;;;;;;;;;;;
gtfo_GCO_title;Grant Gran Colombia Independence;;;;;;;;;;;;;
gtfo_GCO_desc;We've had a good run, but it's time to end our rulership of Gran Colombia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_LOS_title;Grant Los Altos Independence;;;;;;;;;;;;;
gtfo_LOS_desc;We've had a good run, but it's time to end our rulership of Los Altos: if you love something, let it go!;;;;;;;;;;;;;
gtfo_LPL_title;Grant La Plata Independence;;;;;;;;;;;;;
gtfo_LPL_desc;We've had a good run, but it's time to end our rulership of La Plata: if you love something, let it go!;;;;;;;;;;;;;
gtfo_OAX_title;Grant Oaxaca Independence;;;;;;;;;;;;;
gtfo_OAX_desc;We've had a good run, but it's time to end our rulership of Oaxaca: if you love something, let it go!;;;;;;;;;;;;;
gtfo_PBC_title;Grant Peru-Bolivia Confederation Independence;;;;;;;;;;;;;
gtfo_PBC_desc;We've had a good run, but it's time to end our rulership of Peru-Bolivia Confederation: if you love something, let it go!;;;;;;;;;;;;;
gtfo_PTG_title;Grant Patagonia Independence;;;;;;;;;;;;;
gtfo_PTG_desc;We've had a good run, but it's time to end our rulership of Patagonia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_RGR_title;Grant Rio Grande Independence;;;;;;;;;;;;;
gtfo_RGR_desc;We've had a good run, but it's time to end our rulership of Rio Grande: if you love something, let it go!;;;;;;;;;;;;;
gtfo_RGS_title;Grant Rio Grande do Sul Independence;;;;;;;;;;;;;
gtfo_RGS_desc;We've had a good run, but it's time to end our rulership of Rio Grande do Sul: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SON_title;Grant Sonora Independence;;;;;;;;;;;;;
gtfo_SON_desc;We've had a good run, but it's time to end our rulership of Sonora: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SPU_title;Grant South Peru Independence;;;;;;;;;;;;;
gtfo_SPU_desc;We've had a good run, but it's time to end our rulership of South Peru: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BLZ_title;Grant Belize Independence;;;;;;;;;;;;;
gtfo_BLZ_desc;We've had a good run, but it's time to end our rulership of Belize: if you love something, let it go!;;;;;;;;;;;;;
gtfo_DAK_title;Grant Dakota Independence;;;;;;;;;;;;;
gtfo_DAK_desc;We've had a good run, but it's time to end our rulership of Dakota: if you love something, let it go!;;;;;;;;;;;;;
gtfo_FSA_title;Grant Free States of America Independence;;;;;;;;;;;;;
gtfo_FSA_desc;We've had a good run, but it's time to end our rulership of Free States of America: if you love something, let it go!;;;;;;;;;;;;;
gtfo_GRN_title;Grant Greenland Independence;;;;;;;;;;;;;
gtfo_GRN_desc;We've had a good run, but it's time to end our rulership of Greenland: if you love something, let it go!;;;;;;;;;;;;;
gtfo_LSK_title;Grant Alaska Independence;;;;;;;;;;;;;
gtfo_LSK_desc;We've had a good run, but it's time to end our rulership of Alaska: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MRU_title;Grant Maritime Union Independence;;;;;;;;;;;;;
gtfo_MRU_desc;We've had a good run, but it's time to end our rulership of Maritime Union: if you love something, let it go!;;;;;;;;;;;;;
gtfo_PRI_title;Grant Puerto Rico Independence;;;;;;;;;;;;;
gtfo_PRI_desc;We've had a good run, but it's time to end our rulership of Puerto Rico: if you love something, let it go!;;;;;;;;;;;;;
gtfo_RPL_title;Grant Rupert's Land Independence;;;;;;;;;;;;;
gtfo_RPL_desc;We've had a good run, but it's time to end our rulership of Rupert's Land: if you love something, let it go!;;;;;;;;;;;;;
gtfo_TRS_title;Grant Tarasco Independence;;;;;;;;;;;;;
gtfo_TRS_desc;We've had a good run, but it's time to end our rulership of Tarasco: if you love something, let it go!;;;;;;;;;;;;;
gtfo_TTB_title;Grant Trinidad Independence;;;;;;;;;;;;;
gtfo_TTB_desc;We've had a good run, but it's time to end our rulership of Trinidad: if you love something, let it go!;;;;;;;;;;;;;
gtfo_UIL_title;Grant Illinois Independence;;;;;;;;;;;;;
gtfo_UIL_desc;We've had a good run, but it's time to end our rulership of Illinois: if you love something, let it go!;;;;;;;;;;;;;
gtfo_UNB_title;Grant Nebraska Independence;;;;;;;;;;;;;
gtfo_UNB_desc;We've had a good run, but it's time to end our rulership of Nebraska: if you love something, let it go!;;;;;;;;;;;;;
gtfo_UNM_title;Grant New Mexico Independence;;;;;;;;;;;;;
gtfo_UNM_desc;We've had a good run, but it's time to end our rulership of New Mexico: if you love something, let it go!;;;;;;;;;;;;;
gtfo_UOR_title;Grant Oregon Independence;;;;;;;;;;;;;
gtfo_UOR_desc;We've had a good run, but it's time to end our rulership of Oregon: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ALS_title;Grant Elsass Independence;;;;;;;;;;;;;
gtfo_ALS_desc;We've had a good run, but it's time to end our rulership of Elsass: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ATR_title;Grant Asturias Independence;;;;;;;;;;;;;
gtfo_ATR_desc;We've had a good run, but it's time to end our rulership of Asturias: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BAN_title;Grant Banat Independence;;;;;;;;;;;;;
gtfo_BAN_desc;We've had a good run, but it's time to end our rulership of Banat: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BKV_title;Grant Bukovina Independence;;;;;;;;;;;;;
gtfo_BKV_desc;We've had a good run, but it's time to end our rulership of Bukovina: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BSQ_title;Grant Basqueland Independence;;;;;;;;;;;;;
gtfo_BSQ_desc;We've had a good run, but it's time to end our rulership of Basqueland: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CRS_title;Grant Corsica Independence;;;;;;;;;;;;;
gtfo_CRS_desc;We've had a good run, but it's time to end our rulership of Corsica: if you love something, let it go!;;;;;;;;;;;;;
gtfo_DLM_title;Grant Dalmatia Independence;;;;;;;;;;;;;
gtfo_DLM_desc;We've had a good run, but it's time to end our rulership of Dalmatia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_GLC_title;Grant Galicia Independence;;;;;;;;;;;;;
gtfo_GLC_desc;We've had a good run, but it's time to end our rulership of Galicia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_GLM_title;Grant Galicia-Lodomeria Independence;;;;;;;;;;;;;
gtfo_GLM_desc;We've had a good run, but it's time to end our rulership of Galicia-Lodomeria: if you love something, let it go!;;;;;;;;;;;;;
gtfo_LOR_title;Grant Lorraine Independence;;;;;;;;;;;;;
gtfo_LOR_desc;We've had a good run, but it's time to end our rulership of Lorraine: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MCD_title;Grant Macedonia Independence;;;;;;;;;;;;;
gtfo_MCD_desc;We've had a good run, but it's time to end our rulership of Macedonia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_RMG_title;Grant Romagna Independence;;;;;;;;;;;;;
gtfo_RMG_desc;We've had a good run, but it's time to end our rulership of Romagna: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SPC_title;Grant Carlist Spain Independence;;;;;;;;;;;;;
gtfo_SPC_desc;We've had a good run, but it's time to end our rulership of Carlist Spain: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SVY_title;Grant Savoy Independence;;;;;;;;;;;;;
gtfo_SVY_desc;We've had a good run, but it's time to end our rulership of Savoy: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SWH_title;Grant Schleswig-Holstein Independence;;;;;;;;;;;;;
gtfo_SWH_desc;We've had a good run, but it's time to end our rulership of Schleswig-Holstein: if you love something, let it go!;;;;;;;;;;;;;
gtfo_WHA_title;Grant Wales Independence;;;;;;;;;;;;;
gtfo_WHA_desc;We've had a good run, but it's time to end our rulership of Wales: if you love something, let it go!;;;;;;;;;;;;;
gtfo_DNB_title;Grant Danubian Federation Independence;;;;;;;;;;;;;
gtfo_DNB_desc;We've had a good run, but it's time to end our rulership of Danubian Federation: if you love something, let it go!;;;;;;;;;;;;;
gtfo_LUZ_title;Grant Luzica Independence;;;;;;;;;;;;;
gtfo_LUZ_desc;We've had a good run, but it's time to end our rulership of Luzica: if you love something, let it go!;;;;;;;;;;;;;
gtfo_PML_title;Grant Pomerelia Independence;;;;;;;;;;;;;
gtfo_PML_desc;We've had a good run, but it's time to end our rulership of Pomerelia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_PZN_title;Grant Poznan Independence;;;;;;;;;;;;;
gtfo_PZN_desc;We've had a good run, but it's time to end our rulership of Poznan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SLS_title;Grant Silesia Independence;;;;;;;;;;;;;
gtfo_SLS_desc;We've had a good run, but it's time to end our rulership of Silesia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_AKH_title;Grant Astrakhan Independence;;;;;;;;;;;;;
gtfo_AKH_desc;We've had a good run, but it's time to end our rulership of Astrakhan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ALT_title;Grant Altai Republic Independence;;;;;;;;;;;;;
gtfo_ALT_desc;We've had a good run, but it's time to end our rulership of Altai Republic: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CPL_title;Grant Congress Poland Independence;;;;;;;;;;;;;
gtfo_CPL_desc;We've had a good run, but it's time to end our rulership of Congress Poland: if you love something, let it go!;;;;;;;;;;;;;
gtfo_DON_title;Grant Cossackia Independence;;;;;;;;;;;;;
gtfo_DON_desc;We've had a good run, but it's time to end our rulership of Cossackia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_IZH_title;Grant Ingria Independence;;;;;;;;;;;;;
gtfo_IZH_desc;We've had a good run, but it's time to end our rulership of Ingria: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KAZ_title;Grant Kazakhstan Independence;;;;;;;;;;;;;
gtfo_KAZ_desc;We've had a good run, but it's time to end our rulership of Kazakhstan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KAM_title;Grant Kamchatka Independence;;;;;;;;;;;;;
gtfo_KAM_desc;We've had a good run, but it's time to end our rulership of Kamchatka: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KMK_title;Grant Kalmykia Independence;;;;;;;;;;;;;
gtfo_KMK_desc;We've had a good run, but it's time to end our rulership of Kalmykia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_URA_title;Grant Ural Republic Independence;;;;;;;;;;;;;
gtfo_URA_desc;We've had a good run, but it's time to end our rulership of Ural Republic: if you love something, let it go!;;;;;;;;;;;;;
gtfo_YAK_title;Grant Yakutia Independence;;;;;;;;;;;;;
gtfo_YAK_desc;We've had a good run, but it's time to end our rulership of Yakutia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ASY_title;Grant Assyria Independence;;;;;;;;;;;;;
gtfo_ASY_desc;We've had a good run, but it's time to end our rulership of Assyria: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BHR_title;Grant Bahrain Independence;;;;;;;;;;;;;
gtfo_BHR_desc;We've had a good run, but it's time to end our rulership of Bahrain: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CLC_title;Grant Cilicia Independence;;;;;;;;;;;;;
gtfo_CLC_desc;We've had a good run, but it's time to end our rulership of Cilicia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_DUR_title;Grant Durrani Empire Independence;;;;;;;;;;;;;
gtfo_DUR_desc;We've had a good run, but it's time to end our rulership of Durrani Empire: if you love something, let it go!;;;;;;;;;;;;;
gtfo_HAL_title;Grant Hail Independence;;;;;;;;;;;;;
gtfo_HAL_desc;We've had a good run, but it's time to end our rulership of Hail: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KDS_title;Grant Kurdistan Independence;;;;;;;;;;;;;
gtfo_KDS_desc;We've had a good run, but it's time to end our rulership of Kurdistan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KWT_title;Grant Kuwait Independence;;;;;;;;;;;;;
gtfo_KWT_desc;We've had a good run, but it's time to end our rulership of Kuwait: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KYR_title;Grant Kyrgyzstan Independence;;;;;;;;;;;;;
gtfo_KYR_desc;We've had a good run, but it's time to end our rulership of Kyrgyzstan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_LBN_title;Grant Lebanon Independence;;;;;;;;;;;;;
gtfo_LBN_desc;We've had a good run, but it's time to end our rulership of Lebanon: if you love something, let it go!;;;;;;;;;;;;;
gtfo_NYE_title;Grant North Yemen Independence;;;;;;;;;;;;;
gtfo_NYE_desc;We've had a good run, but it's time to end our rulership of North Yemen: if you love something, let it go!;;;;;;;;;;;;;
gtfo_PNT_title;Grant Pontus Independence;;;;;;;;;;;;;
gtfo_PNT_desc;We've had a good run, but it's time to end our rulership of Pontus: if you love something, let it go!;;;;;;;;;;;;;
gtfo_TAJ_title;Grant Tajikstan Independence;;;;;;;;;;;;;
gtfo_TAJ_desc;We've had a good run, but it's time to end our rulership of Tajikstan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_TCA_title;Grant Transcaucasia Independence;;;;;;;;;;;;;
gtfo_TCA_desc;We've had a good run, but it's time to end our rulership of Transcaucasia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_TKM_title;Grant Turkmenistan Independence;;;;;;;;;;;;;
gtfo_TKM_desc;We've had a good run, but it's time to end our rulership of Turkmenistan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_UYG_title;Grant Uyghurstan Independence;;;;;;;;;;;;;
gtfo_UYG_desc;We've had a good run, but it's time to end our rulership of Uyghurstan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BLC_title;Grant Baluchistan Independence;;;;;;;;;;;;;
gtfo_BLC_desc;We've had a good run, but it's time to end our rulership of Baluchistan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BNG_title;Grant Bengal Independence;;;;;;;;;;;;;
gtfo_BNG_desc;We've had a good run, but it's time to end our rulership of Bengal: if you love something, let it go!;;;;;;;;;;;;;
gtfo_KRN_title;Grant Karnatak Independence;;;;;;;;;;;;;
gtfo_KRN_desc;We've had a good run, but it's time to end our rulership of Karnatak: if you love something, let it go!;;;;;;;;;;;;;
gtfo_MAH_title;Grant Maharashtra Independence;;;;;;;;;;;;;
gtfo_MAH_desc;We've had a good run, but it's time to end our rulership of Maharashtra: if you love something, let it go!;;;;;;;;;;;;;
gtfo_#MR_title;Grant Marathas Independence;;;;;;;;;;;;;
gtfo_#MR_desc;We've had a good run, but it's time to end our rulership of Marathas: if you love something, let it go!;;;;;;;;;;;;;
gtfo_SRI_title;Grant Sri Lanka Independence;;;;;;;;;;;;;
gtfo_SRI_desc;We've had a good run, but it's time to end our rulership of Sri Lanka: if you love something, let it go!;;;;;;;;;;;;;
gtfo_AGC_title;Grant Angoche Independence;;;;;;;;;;;;;
gtfo_AGC_desc;We've had a good run, but it's time to end our rulership of Angoche: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ARO_title;Grant Aro Independence;;;;;;;;;;;;;
gtfo_ARO_desc;We've had a good run, but it's time to end our rulership of Aro: if you love something, let it go!;;;;;;;;;;;;;
gtfo_AWS_title;Grant Awsa Independence;;;;;;;;;;;;;
gtfo_AWS_desc;We've had a good run, but it's time to end our rulership of Awsa: if you love something, let it go!;;;;;;;;;;;;;
gtfo_BMK_title;Grant Bamako Independence;;;;;;;;;;;;;
gtfo_BMK_desc;We've had a good run, but it's time to end our rulership of Bamako: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CAR_title;Grant Central African Republic Independence;;;;;;;;;;;;;
gtfo_CAR_desc;We've had a good run, but it's time to end our rulership of Central African Republic: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CGO_title;Grant Congo-Brazzaville Independence;;;;;;;;;;;;;
gtfo_CGO_desc;We've had a good run, but it's time to end our rulership of Congo-Brazzaville: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CHD_title;Grant Chad Independence;;;;;;;;;;;;;
gtfo_CHD_desc;We've had a good run, but it's time to end our rulership of Chad: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CLA_title;Grant Calabar Independence;;;;;;;;;;;;;
gtfo_CLA_desc;We've had a good run, but it's time to end our rulership of Calabar: if you love something, let it go!;;;;;;;;;;;;;
gtfo_CMR_title;Grant Cameroon Independence;;;;;;;;;;;;;
gtfo_CMR_desc;We've had a good run, but it's time to end our rulership of Cameroon: if you love something, let it go!;;;;;;;;;;;;;
gtfo_DAH_title;Grant Dahomey Independence;;;;;;;;;;;;;
gtfo_DAH_desc;We've had a good run, but it's time to end our rulership of Dahomey: if you love something, let it go!;;;;;;;;;;;;;
gtfo_DAM_title;Grant Damagaram Independence;;;;;;;;;;;;;
gtfo_DAM_desc;We've had a good run, but it's time to end our rulership of Damagaram: if you love something, let it go!;;;;;;;;;;;;;
gtfo_DND_title;Grant Dendi Independence;;;;;;;;;;;;;
gtfo_DND_desc;We've had a good run, but it's time to end our rulership of Dendi: if you love something, let it go!;;;;;;;;;;;;;
gtfo_GAB_title;Grant Gabon Independence;;;;;;;;;;;;;
gtfo_GAB_desc;We've had a good run, but it's time to end our rulership of Gabon: if you love something, let it go!;;;;;;;;;;;;;
gtfo_GAZ_title;Grant Gaza Independence;;;;;;;;;;;;;
gtfo_GAZ_desc;We've had a good run, but it's time to end our rulership of Gaza: if you love something, let it go!;;;;;;;;;;;;;
gtfo_GBU_title;Grant Gabu Independence;;;;;;;;;;;;;
gtfo_GBU_desc;We've had a good run, but it's time to end our rulership of Gabu: if you love something, let it go!;;;;;;;;;;;;;
gtfo_GEL_title;Grant Geledi Independence;;;;;;;;;;;;;
gtfo_GEL_desc;We've had a good run, but it's time to end our rulership of Geledi: if you love something, let it go!;;;;;;;;;;;;;
gtfo_GMB_title;Grant Gambia Independence;;;;;;;;;;;;;
gtfo_GMB_desc;We've had a good run, but it's time to end our rulership of Gambia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_GNE_title;Grant Guinea Independence;;;;;;;;;;;;;
gtfo_GNE_desc;We've had a good run, but it's time to end our rulership of Guinea: if you love something, let it go!;;;;;;;;;;;;;
gtfo_GON_title;Grant Gonder Independence;;;;;;;;;;;;;
gtfo_GON_desc;We've had a good run, but it's time to end our rulership of Gonder: if you love something, let it go!;;;;;;;;;;;;;
gtfo_HAR_title;Grant Harar Independence;;;;;;;;;;;;;
gtfo_HAR_desc;We've had a good run, but it's time to end our rulership of Harar: if you love something, let it go!;;;;;;;;;;;;;
gtfo_IVC_title;Grant Ivory Coast Independence;;;;;;;;;;;;;
gtfo_IVC_desc;We've had a good run, but it's time to end our rulership of Ivory Coast: if you love something, let it go!;;;;;;;;;;;;;
gtfo_JAL_title;Grant Jallon Independence;;;;;;;;;;;;;
