Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
cooperation_with_qingqiu_desc;Whilst some of our hawkish advisors are advocating for Qingqiu's non-existence, some are suggesting we co-operate instead in order to gain a valuable ally in Arcadia instead. Let's trust the latter which will likely ease tensions between us and the rest of the world;;;;;;;;;;;;;
forward_the_aragonese_claims_title;Forward the Aragonese Claims!;;;;;;;;;;;;;
forward_the_aragonese_claims_desc;Now that we have united the heartlands of Aragon under our control, we can now claim their possessions in Italy for ourselves!;;;;;;;;;;;;;
integrating_napoli_title;Integrating Naples;;;;;;;;;;;;;
integrating_napoli_desc;We finally now have control over the Aragonese holdings in Italy! Let us now adopt their administration so we can integrate the locals into our Iberian Dream!;;;;;;;;;;;;;
his_move_capital_title;A New Capital?;;;;;;;;;;;;;
his_move_capital_desc;With the wars with Gran Colombia now a distant memory, let us move our capital to better represent our nation. Question is where?;;;;;;;;;;;;;
control_the_western_med_title;Re-establishing Genonan Dominance;;;;;;;;;;;;;
control_the_western_med_desc;Now we have recaptured Corsica, we should now look to regaining our control over the Mediterranean;;;;;;;;;;;;;
become_arpitania_title;§pRecreate the Kingdom of Arles§!.;;;;;;;;;;;;;
become_arpitania_desc;We have managed to secure the historic heartlands of the kingdom of Arles, let us now reclaim that legacy!;;;;;;;;;;;;;
arp_conquered_switzerland_title;Control over the Swiss;;;;;;;;;;;;;
arp_conquered_switzerland_desc;We have successfully subjugated Switzerland and now all we have left to do is integrate them into our society;;;;;;;;;;;;;
arles_kingdom_unified_title;Creation of the Arles Empire;;;;;;;;;;;;;
arles_kingdom_unified_desc;All of the historic Arles land now lies under our direct authority, let us proclaim an empire and enter a new golden age!;;;;;;;;;;;;;
arles_burgundy_integrate_savoy_title;Integration of Savoy;;;;;;;;;;;;;
arles_burgundy_integrate_savoy_desc;We have now consolidated our hold on Savoy for long enough that the people here are slowly accepting our rule! With a few enshrined rights for them in a constitutional amendment we can maybe bring them fully under the fold;;;;;;;;;;;;;
sar_annex_geneva_title;Annexation of Geneva;;;;;;;;;;;;;
sar_annex_geneva_desc;We have conquered Geneva and it shall now form a core part of our territory!;;;;;;;;;;;;;
sar_annex_genoa_title;Annexation of Genoa;;;;;;;;;;;;;
sar_annex_genoa_desc;We have conquered Genoa and it shall now form a core part of our territory!;;;;;;;;;;;;;
form_lombardy_venetia_lom_title;Form Lombardy-Venetia;;;;;;;;;;;;;
form_lombardy_venetia_lom_desc;We now own both Milan and Venice, the two largest cities in northern Italy. With this we can proclaim the state of Lombardy-Venetia!;;;;;;;;;;;;;
secure_emilia_lom_title;Securing the Po River;;;;;;;;;;;;;
secure_emilia_lom_desc;We have successfully taken control of the Italian city states of Modena and Parma, with this we can now project our power down the Po!;;;;;;;;;;;;;
form_lombardy_venetia_ven_title;Form Venetia-Lombardy;;;;;;;;;;;;;
form_lombardy_venetia_ven_desc;We now own both Venice and Milan, the two largest cities in northern Italy. With this we can proclaim the state of Venetia-Lombardy!;;;;;;;;;;;;;
north_italian_league_title;Form a §GNorth Italian League§!.;;;;;;;;;;;;;
north_italian_league_desc;We now dominate Northern Italy, we should now start thinking about forming a nation that caters for every Italian and unify our people under one flag;;;;;;;;;;;;;
central_italian_union_title;Unite Central Italy!;;;;;;;;;;;;;
central_italian_union_desc;With central Italy now under our rule, we should now think about bringing the rest of Italy under our heel;;;;;;;;;;;;;
ita_latin_empire_title;Proclaim a §OLatin Empire§!!;;;;;;;;;;;;;
ita_latin_empire_desc;We did what aragon could not and can now proclaim a Latin empire! Let us now make sure that all those lands are fully under our control;;;;;;;;;;;;;
ita_adriatic_empire_title;Proclaim an §GAdriatic Empire§!!;;;;;;;;;;;;;
ita_adriatic_empire_desc;We have followed in Venice's footsteps and now control the Adriatic. We should continue to expand and control the Balkans and the Aegean sea as well!;;;;;;;;;;;;;
dual_monarchy_direction_title;The Anglois Dilemma;;;;;;;;;;;;;
dual_monarchy_direction_desc;For years the English and French have been at odds with one another, we must now make a choice whether to side with one of them or embrace a new movement who are identifying themselves as Anglois;;;;;;;;;;;;;
dm_integrate_breton_title;Integrating Brittany;;;;;;;;;;;;;
dm_integrate_breton_desc;The Bretons are a melting pot of French and Celtic and are a good first step in trying to embrace the wider Dual Monarch population;;;;;;;;;;;;;
dm_integrate_welsh_title;Integrating the Welsh;;;;;;;;;;;;;
dm_integrate_welsh_desc;The Welsh are a melting pot of English and Celtic and are a good first step in trying to embrace the wider Dual Monarch population;;;;;;;;;;;;;
dm_anglois_success_title;Triumph of the Anglois;;;;;;;;;;;;;
dm_anglois_success_desc;The Anglois dream of uniting French and English has come to fruition, now both groups consider themselves a part of the Dual Monarchy;;;;;;;;;;;;;
dm_integrate_burgundy_title;Integrating Burgundy;;;;;;;;;;;;;
dm_integrate_burgundy_desc;The Burgundian lands have long been claimed by the French crown, now with the defeat of burgundy we can make these claims a reality;;;;;;;;;;;;;
dm_integrate_beornia_title;Integrating the Beornians;;;;;;;;;;;;;
dm_integrate_beornia_desc;The Beornians have, for a long time, claimed the English throne and have been an annoyance. However we can now reconcile with these misguided pretenders and forge a new friendship!;;;;;;;;;;;;;
dm_control_over_savoie_title;Crisis over Savoie;;;;;;;;;;;;;
dm_control_over_savoie_desc;Savoie is at the crossroads of Italian, French and Burgundian ambitions and as such all claim this strategic region part of their own country. We must make sure the region belongs to us at all costs!;;;;;;;;;;;;;
dm_claim_atlantic_isles_title;Securing the isles of the Atlantic;;;;;;;;;;;;;
dm_claim_atlantic_isles_desc;Now we are in a dominant position over the British isles, it's time to make sure our navy has the ability to project power across the entire World and for that we will need ports in the Atlantic to refuel;;;;;;;;;;;;;
dm_claim_beornia_title;Destroy the Beornians;;;;;;;;;;;;;
dm_claim_beornia_desc;The claim of Beornia to the English throne is outlandish and misguided. We must show them that only one nation can claim it and that shall be us!;;;;;;;;;;;;;
english_language_schooling_title;Teaching the English Language;;;;;;;;;;;;;
english_language_schooling_desc;We have reached a point where influential figures in government now advocate for the English language to be the only official language in our nation. Let's embrace them and become a monocultural nation!;;;;;;;;;;;;;
form_france_brg_title;Becoming the §BKing of France§!!;;;;;;;;;;;;;
form_france_brg_desc;We have finally answered our ancestor's claim to the French throne! Beware though our subjects in the north might not approve of our shift in direction...;;;;;;;;;;;;;
fra_integrate_anglois_title;Integrating the Anglois;;;;;;;;;;;;;
fra_integrate_anglois_desc;The Anglois are devoted to the Dual Monarchy. However their French routes are deep also, if we can tap into that then we might be able to convince them of joining us. Viva la France!;;;;;;;;;;;;;
become_arpitania_brg_title;Recreate the §pKingdom of Arles§!;;;;;;;;;;;;;
become_arpitania_brg_desc;We have managed to secure the historic heartlands of the kingdom of Arles, let us now reclaim that legacy!;;;;;;;;;;;;;
form_confederation_of_rhine_brg_title;Form §GThe Confederation of the Rhine§!;;;;;;;;;;;;;
form_confederation_of_rhine_brg_desc;We have gained enough influence over the southern and western German states to proclaim a united Confederation. This will require a change in court however as many people are not happy with this sudden change of direction, both inside and outside our country...;;;;;;;;;;;;;
crh_integrate_danube_title;Integration of the Danube;;;;;;;;;;;;;
crh_integrate_danube_desc;We can now look to integrate more Germans into our empire as we are now an established nation;;;;;;;;;;;;;
integrate_irish_sca_title;Integrating the Irish;;;;;;;;;;;;;
integrate_irish_sca_desc;Now that we control all of Ireland, we should begin to focus on integrating the Irish into out nation;;;;;;;;;;;;;
integrate_welsh_sca_title;Integrating the Welsh;;;;;;;;;;;;;
integrate_welsh_sca_desc;Now that we control all of Wales, we should begin to focus on integrating the Welsh into out nation;;;;;;;;;;;;;
integrate_anglois_sca_title;Integrating the Anglois;;;;;;;;;;;;;
integrate_anglois_sca_desc;Now that our hold on the british isles has consolidated, we can focus on bringing the former rulers into the Scandinavian fold;;;;;;;;;;;;;
white_sea_dominace_sca_title;Affirm §BDominance over the White Sea§!;;;;;;;;;;;;;
white_sea_dominace_sca_desc;We have confirmed our naval dominance in the White Sea and can now look into expanding further into Russia and Siberia;;;;;;;;;;;;;
sca_claim_vinland_title;Claiming Arctic Arcadia;;;;;;;;;;;;;
sca_claim_vinland_desc;We shall try to return to our colonies in Arcadia and seek to control the elusive North-West Passage for our ships!;;;;;;;;;;;;;
sca_claim_siberia_title;Claiming Siberia;;;;;;;;;;;;;
sca_claim_siberia_desc;We shall try to settle Siberia as we explore the potential of the North-East shipping route;;;;;;;;;;;;;
reintegrate_northern_italy_hre_title;§GReturn to Italy§!;;;;;;;;;;;;;
reintegrate_northern_italy_hre_desc;Long ago, the Holy Roman Empire had a iron grasp on Italy. Now, we have recovered the lands beyond the Alps and with railroads can now secure the region once more!;;;;;;;;;;;;;
reintegrate_ducth_hre_title;§OSecuring the Rhine§!;;;;;;;;;;;;;
reintegrate_ducth_hre_desc;The Netherlands, once a part of the Empire long ago and the gate between the Rhine and the sea, is now once again under control of the emperor. Let us secure the region so well known for it's sailors to create our own navy!;;;;;;;;;;;;;
follow_rhine_north_title;Control of the Rhine;;;;;;;;;;;;;
follow_rhine_north_desc;We are now in a position to contest Burgundy for the control of the lower Rhine! Taking this will provide our nation with some of the finest ports in the World!;;;;;;;;;;;;;
sgf_integrate_slovenia_title;Integrate the Slovenes;;;;;;;;;;;;;
sgf_integrate_slovenia_desc;Slovenia is a melting pot of Germanic, Italian and Balkan ideas and cultures. If we emphasise their Germanic connections then they might just accept our legitimate rule;;;;;;;;;;;;;
alpine_kingdom_title;Control of the Mountains;;;;;;;;;;;;;
alpine_kingdom_desc;We have managed to secure the mountains of the Alps, a major strategic success due to their ease to defend and abundance of raw materials;;;;;;;;;;;;;
duchy_of_swabia_title;Restore the Stem Duchy;;;;;;;;;;;;;
duchy_of_swabia_desc;We've united Baden and Wurttemberg under one flag! We should now focus on restoring the long lost idea of a united Swabia although it will be tricky;;;;;;;;;;;;;
form_zapaoslavia_title;Form §BZapadoslavia!§!;;;;;;;;;;;;;
form_zapaoslavia_desc;We have united the West Slavic lands under one banner!;;;;;;;;;;;;;
zap_integrate_baltics_title;Integrate the Baltic States;;;;;;;;;;;;;
zap_integrate_baltics_desc;The Baltic states have some cultural influences from Prussian and polish settlers and have lacked independent rule for a while, let's safeguard their heritage and provide them with an autonomy they haven't experienced since the Baltic crusades!;;;;;;;;;;;;;
zap_ruthenian_commonwealth_title;The §GRuthenian Commonwealth§!;;;;;;;;;;;;;
zap_ruthenian_commonwealth_desc;The Ruthenians have struggled to find a country they can call home and are threatened by a resurgent Russia in the East. Let us protect the Ruthenians and stand with them against the Russian Bear!;;;;;;;;;;;;;
zap_elbian_commonwealth_title;The §RElbian Commonwealth§!;;;;;;;;;;;;;
zap_elbian_commonwealth_desc;The Elbians have long influenced the West Slavic states which can be seen in the numerous settlements dotted across Poland and Bohemia. We can now fully bring the population on board and create a commonwealth that will protect them from any Scandinavian or Burgundian intervention in Germany;;;;;;;;;;;;;
integrate_estonia_plc_title;Integrating the Estonians;;;;;;;;;;;;;
integrate_estonia_plc_desc;The Estonians are unique in the fact their language and culture has more similarities to Uralic, Finnish or even Hungarian than to Lithuanian. However, the geography of the Baltics means that some customs are shared and it will be these that we use to show the population that Estonians and Lithuanians are not that different after all;;;;;;;;;;;;;
tame_crimea_plc_title;Taming the Pontic Steppes;;;;;;;;;;;;;
tame_crimea_plc_desc;The Crimeans have long mingled with polish Cossacks and hussars and Crimean horse breeds is still considered far superior to most other European breeds. Let us embrace their traditions and reconcile the Cossacks and the Crimeans!;;;;;;;;;;;;;
integrate_armenian_culture_title;Integrate the Armenians;;;;;;;;;;;;;
integrate_armenian_culture_desc;The Armenians, a predominantly Christian ethnic group, have long wanted a Christian government to answer to. We are now in the position to answer that very call;;;;;;;;;;;;;
integrate_kazakh_culture_title;Integrating the Kazakhs;;;;;;;;;;;;;
integrate_kazakh_culture_desc;The great Stepps of Central Asia are home to the Kazakh peoples, a nomadic group who have never really know what a stable government is. Through our Cossacks though we might be able to communicate with them and slowly integrate them into our society;;;;;;;;;;;;;
integrate_crimean_culture_title;Integrating the Crimeans;;;;;;;;;;;;;
integrate_crimean_culture_desc;For a long time now, Ruthenian and Russian Settlers have been making the Pontic steppe their home. With this time they have managed to integrate their way of life with the Crimean way of life. Perhaps we can use this to assimilate the Crimeans into  our government?;;;;;;;;;;;;;
integrate_lithuanian_culture_title;Integrating the Lithuanians;;;;;;;;;;;;;
integrate_lithuanian_culture_desc;The Lithuanians share many customs and ideals as the Latvians so it should be easy convincing the Lithuanians to join us once the Latvians have done so;;;;;;;;;;;;;
integrate_prussian_culture_title;Integrating the Prussians;;;;;;;;;;;;;
integrate_prussian_culture_desc;Since the middle ages, Germans from the Hanseatic League set up trading posts across the Baltic and even at Neva, many of whom later settled and now refer to themselves as Prussians. Many of these German minorities have lived in peace with our settlers so getting them to accept our rule with some autonomy should be easy!;;;;;;;;;;;;;
hun_balkan_focus_title;§gMaster of the Balkans§!;;;;;;;;;;;;;
hun_balkan_focus_desc;The Balkan Peninsular is of strategic importance for us to hold and is contested by the Ottomans and the Venetians. We must make moves before they do!;;;;;;;;;;;;;
hun_push_to_the_black_sea_title;March to the Black Sea!;;;;;;;;;;;;;
hun_push_to_the_black_sea_desc;Now we have secured Serbia, we can now push towards the black sea as obtaining a port here will allow us to secure a safe harbour for a new navy;;;;;;;;;;;;;
hun_push_to_the_aegean_title;Marching to the Aegean!;;;;;;;;;;;;;
hun_push_to_the_aegean_desc;Now that we have secured Serbia, we should now consider trying to remove the Venetian and Ottoman presence from the Balkans for good! Greece is a lynchpin in both of their ambitions so taking it will ruin any future expansion for them and provide us with the idyllic ports of the Aegean Sea!;;;;;;;;;;;;;
propose_a_danubian_federation_title;Propose a §RDanubian Federation§!;;;;;;;;;;;;;
propose_a_danubian_federation_desc;Against all odds we have secured a strong position in southern Germany! We should seek to create a union of all the peoples of the Danube in order to project our power even further!;;;;;;;;;;;;;
dnb_following_the_rivers_title;Following the Rivers;;;;;;;;;;;;;
dnb_following_the_rivers_desc;We have reached a point where we can now decide on a new focus for our country, whether it be consolidation or expanding past the Danube.;;;;;;;;;;;;;
hun_integrate_slovenia_title;Integrate the Slovenes;;;;;;;;;;;;;
hun_integrate_slovenia_desc;The Slovenes are similar in language and culture to the Croats but have also adopted certain things from Italian and German Influences. With Croats already a integral part of our realm, lets add Hungarian to the Slovene melting pot shall we?;;;;;;;;;;;;;
hun_integrate_serbia_title;Integrate the Serbs;;;;;;;;;;;;;
hun_integrate_serbia_desc;The differences between the Serbs and the Hungarians are very noticeable but what is also clear is the relief of not being under Ottoman rule anymore. Maybe with a little autonomy we can set aside our differences and start a new chapter?;;;;;;;;;;;;;
hun_integrate_albania_title;Integrate the Albanians;;;;;;;;;;;;;
hun_integrate_albania_desc;The Albanians were not so long ago in a full-blown civil war against the Turks. Our liberation of them has obviously been greeted with great celebration on both sides and it seems likely that the Albanians will find great things to come as our new citizens!;;;;;;;;;;;;;
hun_integrate_bulgaria_title;Integrate the Bulgarians;;;;;;;;;;;;;
hun_integrate_bulgaria_desc;The Bulgarians have long been forced to live in poor conditions under Ottoman rule but now with us guiding them things have improved... Well that's what we are telling them anyway! We have now reached a point though where many Bulgarians are now happy to call our country home;;;;;;;;;;;;;
hun_integrate_greece_title;The Liberation of the Greeks;;;;;;;;;;;;;
hun_integrate_greece_desc;The Greeks, the descendants of the late Byzantine Empire, are once again experiencing somewhat independent rule, free from Venetian or Ottoman interference. We can now celebrate their liberation with a ceremony in Constantinople, the Hagia Sophia once again returning to it's role as a christian church and centrepiece for these celebrations;;;;;;;;;;;;;
integrate_mon_ser_title;Integrating Montenegro;;;;;;;;;;;;;
integrate_mon_ser_desc;We now control Montenegro whose people are 100% Serbs through and through, it will be hard denying that Montenegro should be a core part of Serbia;;;;;;;;;;;;;
accept_serb_alb_title;Integrating the Serbians;;;;;;;;;;;;;
accept_serb_alb_desc;For a long time now Albanians and Serbs have lived in harmony, we should continue this relationship in government;;;;;;;;;;;;;
accept_greek_alb_title;Integrating the Greeks;;;;;;;;;;;;;
accept_greek_alb_desc;For a long time now Albanians have lived as a minority in Greece in relative peace, we should continue this relationship now as a majority;;;;;;;;;;;;;
accept_bulgarian_alb_title;Integrating the Bulgarians;;;;;;;;;;;;;
accept_bulgarian_alb_desc;The balkan cultures should stick together, the outside threats are too severe!;;;;;;;;;;;;;
integrate_greeks_bul_title;§BIntegrating the Greeks§!;;;;;;;;;;;;;
integrate_greeks_bul_desc;The Greeks and Bulgarians have lived in relative peace with each other in Macedonia for a long time, we should continue this in government although it will upset the Turks in our country...;;;;;;;;;;;;;
integrate_turks_bul_title;§RIntegrating the Turks§!;;;;;;;;;;;;;
integrate_turks_bul_desc;The Bulgarians remained loyal to the old Turkish regime until it was no longer viable, this loyalty will surely shine through in government although aligning with the Turks will upset the Greeks...;;;;;;;;;;;;;
integrate_albanians_bul_title;Integrating the Albanians;;;;;;;;;;;;;
integrate_albanians_bul_desc;The balkan cultures should stick together, the outside threats are too severe!;;;;;;;;;;;;;
integrate_serbs_bul_title;Integrating the Serbians;;;;;;;;;;;;;
integrate_serbs_bul_desc;The Serbians and Bulgarians have crossed paths many times in Macedonia. We should be able to convince them to join our nation as long as we keep the Turks out of Europe! §RNOTE: This is mutually exclusive with the accepting Turkish decision§!;;;;;;;;;;;;;
romanian_bulgarian_union_title;§YThe Romanian-Bulgarian Union!§!;;;;;;;;;;;;;
romanian_bulgarian_union_desc;Romanians and Bulgarians have many differences despite the lack of a geographic barrier. A union will require a lot of convincing of both peoples...;;;;;;;;;;;;;
integrate_the_minorities_rom_title;§BIntegrating the minorities§!;;;;;;;;;;;;;
integrate_the_minorities_rom_desc;Romania has many minorities living here with Ruthenians, Germans, and Hungarians just to name a few. We should start reforming our country in order to better represent them;;;;;;;;;;;;;
balkan_dominance_rom_title;Dominance in the Balkans;;;;;;;;;;;;;
balkan_dominance_rom_desc;The balkans are fractured and vulnerable to outside threats. We should Consolidate the region in order to safeguard the people there;;;;;;;;;;;;;
integrate_greeks_rom_title;Integrating the Greeks;;;;;;;;;;;;;
integrate_greeks_rom_desc;The greeks are perhaps the closest culturally to us Romanians, they should be a good start in order to integrate the rest of the Balkans;;;;;;;;;;;;;
integrate_serbs_rom_title;Integrating Serbia;;;;;;;;;;;;;
integrate_serbs_rom_desc;The balkan cultures should stick together, the outside threats are too severe!;;;;;;;;;;;;;
integrate_alb_rom_title;Integrating Albania;;;;;;;;;;;;;
integrate_alb_rom_desc;The balkan cultures should stick together, the outside threats are too severe!;;;;;;;;;;;;;
unite_carpathia_title;Uniting Carpathia;;;;;;;;;;;;;
unite_carpathia_desc;The Carpathian Region is now fully under our control, we should now proclaim a new government in order to address the regions many linguistic differences;;;;;;;;;;;;;
plc_integrate_moldova_title;The Moldavian March;;;;;;;;;;;;;
plc_integrate_moldova_desc;Moldavia has, for a long time, been under the polish influence. We should look to integrate them in order to secure a black sea port and protect our borders with Hungary more;;;;;;;;;;;;;
reform_jagiellonian_union_title;§pReform the Greater Jagiellonian Union!§!;;;;;;;;;;;;;
reform_jagiellonian_union_desc;The Jagiellonian Union was a union that composed of, at different time periods, the nations of Hungary, Poland, Slovakia, Bohemia and Lithuania under one dynasty. Whilst the Polish-Lithuanian Union continues it's legacy, a greater union is a distant memory. But now we can revive this memory into a modern union!;;;;;;;;;;;;;
reform_lesser_jagiellonian_union_title;§pReform the Lesser Jagiellonian Union!§!;;;;;;;;;;;;;
reform_lesser_jagiellonian_union_desc;The Jagiellonian Union was a union that composed of, at different time periods, the nations of Hungary, Poland, Slovakia, Bohemia and Lithuania under one dynasty. Whilst the Polish-Lithuanian Union continues it's legacy, a greater union is a distant memory. But for now we can revive this memory into a modern union between the polish, Slovak and Hungarian people!;;;;;;;;;;;;;
jagiellonian_integrate_romania_title;Integrating the Romanians;;;;;;;;;;;;;
jagiellonian_integrate_romania_desc;The Romanian population have been ruled over directly and indirectly over the past centuries by both Hungarian and Polish Kings. By fabricating history texts that declare this to be a golden age of Romanian arts, literature and prosperity we can once again bring the people on board!;;;;;;;;;;;;;
byz_eastern_focus_title;§RPushing East!§!;;;;;;;;;;;;;
byz_eastern_focus_desc;Now that we have reformed Byzantium, we should focus on restoring it's eastern borders in order to bring civilization to the people of the near east;;;;;;;;;;;;;
byz_egypt_push_title;Reclaiming Egypt;;;;;;;;;;;;;
byz_egypt_push_desc;By using the plight of the Coptic Christians and it's strategic position, we can justify a war to reclaim Egypt back for the basileus!;;;;;;;;;;;;;
byz_western_focus_title;§BPushing West§!;;;;;;;;;;;;;
byz_western_focus_desc;Now that we have reformed Byzantium, we should focus on restoring it's western borders in order to protect the people of the Balkans from outside intervention;;;;;;;;;;;;;
byz_italian_push_title;Return to Italy;;;;;;;;;;;;;
byz_italian_push_desc;Now that we have secured the Balkans, we can now focus on getting a foothold in Italy and return Byzantine rule to Naples!;;;;;;;;;;;;;
macedonian_ambition_title;§RAlexander's Ambition§!;;;;;;;;;;;;;
macedonian_ambition_desc;Alexander the great invaded Persia and created an empire spanning from Greece to the edges of India. We shall now set out to do the same!;;;;;;;;;;;;;
mac_to_india_title;Beyond the Indus;;;;;;;;;;;;;
mac_to_india_desc;Alexander's conquests stopped at the Indus River, ours don't have to though and our technology is vastly superior. India won't be the end of the empire, it will be the start of ours!;;;;;;;;;;;;;
macedon_egypt_invasion_title;Conquering Egypt;;;;;;;;;;;;;
macedon_egypt_invasion_desc;Egypt is an important location both in ancient and modern times. We should secure the region in order to secure our empire!;;;;;;;;;;;;;
mac_accept_christian_caucassians_title;Liberation of the Eastern Christians;;;;;;;;;;;;;
mac_accept_christian_caucassians_desc;The Christian population east of Constantinople has been under constant pressure to accept and convert to their overlord's beliefs. We can now offer them respite from this and a nation that they can safely call home!;;;;;;;;;;;;;
mac_accept_turks_kurds_title;Accepting the Kurds;;;;;;;;;;;;;
mac_accept_turks_kurds_desc;The Kurdish population are in an unusual position, being majority Islamic but still prosecuted by Iraqis, Turks and Persians for ages. Maybe we can offer them a brighter future?;;;;;;;;;;;;;
become_greece_mac_title;§BReform into Greece§!;;;;;;;;;;;;;
become_greece_mac_desc;Whilst remaining Macedonia in order to fulfil Alexander's legacy is good, declaring us the next Greek state will grant us more legitimacy and still lets us do Alexander's legacy justice;;;;;;;;;;;;;
claim_venice_yugo_title;Claiming Venice;;;;;;;;;;;;;
claim_venice_yugo_desc;Venice is a natural expansion route for Yugoslavia and the people here have long settled in the Balkans for the purpose of trade so integrating their customs into our society shall be easy;;;;;;;;;;;;;
aftermath_tur_civil_war_title;The Aftermath of the Ottoman Civil War;;;;;;;;;;;;;
aftermath_tur_civil_war_desc;The sultanate survives and the Kurds are crushed but the Balkans and Egypt are lost. With the anger still evident through society, we must decide on what course to take in order to rebuild and restore our nation to it's former glory if at all possible!;;;;;;;;;;;;;
reclaim_bulgaria_tur_title;Restoring rule to Bulgaria;;;;;;;;;;;;;
reclaim_bulgaria_tur_desc;The Bulgarians are an obvious first step in re-securing our position in the Balkans. We should start making plans in order to invade them;;;;;;;;;;;;;
reclaim_greece_tur_title;Restoring rule to Greece;;;;;;;;;;;;;
reclaim_greece_tur_desc;Greece is a key part in what made the Ottomans such a strong power in Europe for centuries, we need to restore our rule over the region in order to once again be taken seriously by other European powers;;;;;;;;;;;;;
reclaim_wallachia_tur_title;Restoring rule to Wallachia;;;;;;;;;;;;;
reclaim_wallachia_tur_desc;Wallachia has always been an issue, it's people disloyal and it's position south of the Danube making it hard to secure. However, this time we will secure it once and for all!;;;;;;;;;;;;;
reclaim_albania_tur_title;Restoring rule to Albania;;;;;;;;;;;;;
reclaim_albania_tur_desc;The Albanians are an odd case, fighting for independence but also adopting our customs more readily compared to other Balkan cultures. Nevertheless we must re-secure the region in order to gain ports in the Adriatic sea to challenge Venice;;;;;;;;;;;;;
